instrument,class,precursorAdduct,fragment,ppmMassRange,group,ParKey,ParValue
MS:1002523,11(12)-EET,[M-H]1-,m/z 167.1076,5,0001307,sdlog,0.0491041723850073
MS:1002523,11(12)-EET,[M-H]1-,m/z 179.1076,5,0001307,sdlog,0.0461590051306378
MS:1002523,11(12)-EET,[M-H]1-,m/z 203.0789,5,0001307,sdlog,0.0363151713760526
MS:1002523,11(12)-EET,[M-H]1-,m/z 203.1804,5,0001307,sdlog,0.0449742598373964
MS:1002523,11(12)-EET,[M-H]1-,m/z 257.2273,5,0001307,sdlog,0.0460793868535154
MS:1002523,11(12)-EET,[M-H]1-,m/z 301.2172,5,0001307,sdlog,0.04486120266767
MS:1002523,11(12)-EET,[M-H]1-,m/z 59.0139,5,0001307,sdlog,0.22425245802498
MS:1002523,11(12)-EET,[M-H]1-,precursor,5,0001307,sdlog,0.456501670990015
MS:1002523,11(12)-EET,[M-H]1-,m/z 149.0970,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 167.1076,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 179.1076,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 203.0789,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 203.1804,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 257.2273,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 301.2172,5,0001307,shift,250
MS:1002523,11(12)-EET,[M-H]1-,m/z 59.0139,5,0001307,shift,28.8600987664006
MS:1002523,11(12)-EET,[M-H]1-,precursor,5,0001307,shift,0.709491428754968
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 149.0970,5,0001307,meanlog,5.69119543140668
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 167.1076,5,0001307,meanlog,5.63537854034518
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 179.1076,5,0001307,meanlog,5.59922822535951
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 208.1103,5,0001307,meanlog,5.58985659356165
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 214.2494,5,0001307,meanlog,5.65071206539187
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 268.2963,5,0001307,meanlog,5.61581648828793
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 312.2862,5,0001307,meanlog,5.58649780456961
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 59.0139,5,0001307,meanlog,4.57787303987571
MS:1002523,11(12)-EET{d11},[M-H]1-,precursor,5,0001307,meanlog,2.75843693386586
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 149.0970,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 167.1076,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 179.1076,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 208.1103,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 214.2494,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 268.2963,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 312.2862,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 59.0139,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,precursor,5,0001307,model,dlnormPar
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 149.0970,5,0001307,scale,3.39712093025495
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 167.1076,5,0001307,scale,9.81935318020013
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 179.1076,5,0001307,scale,3.30906300863786
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 208.1103,5,0001307,scale,1.0317678961763
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 214.2494,5,0001307,scale,0.604125320795367
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 268.2963,5,0001307,scale,1.84760283776638
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 312.2862,5,0001307,scale,1.77675863024087
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 59.0139,5,0001307,scale,23.6715610852237
MS:1002523,11(12)-EET{d11},[M-H]1-,precursor,5,0001307,scale,8.65959121216536
MS:1002523,11(12)-EET{d11},[M-H]1-,m/z 149.0970,5,0001307,sdlog,0.0517970800892346
