instrument,class,precursorAdduct,fragment,ppmMassRange,group,ParKey,ParValue
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 175.1490,5,0001285,scale,0.996374641351968
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 207.1389,5,0001285,scale,5.40793801852886
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 219.1389,5,0001285,scale,2.37431893874368
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 248.1416,5,0001285,scale,1.80433547285914
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 255.2116,5,0001285,scale,2.19041113391259
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 273.2223,5,0001285,scale,0.568507393001273
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 299.2015,5,0001285,scale,2.01628734303153
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 59.0139,5,0001285,scale,17.5690333462613
MS:1002523,14(15)-EpETE,[M-H]1-,precursor,5,0001285,scale,7.04183226157692
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 121.0658,5,0001285,sdlog,0.0941126488793452
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 175.1490,5,0001285,sdlog,0.04456297637436
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 207.1389,5,0001285,sdlog,0.0444821660588407
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 219.1389,5,0001285,sdlog,0.0461182881308595
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 248.1416,5,0001285,sdlog,0.0340678600112266
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 255.2116,5,0001285,sdlog,0.0463550739542199
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 273.2223,5,0001285,sdlog,0.0418323346903692
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 299.2015,5,0001285,sdlog,0.0446790179159048
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 59.0139,5,0001285,sdlog,0.315159406196234
MS:1002523,14(15)-EpETE,[M-H]1-,precursor,5,0001285,sdlog,0.290331582903711
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 121.0658,5,0001285,shift,103.692094552076
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 175.1490,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 207.1389,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 219.1389,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 248.1416,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 255.2116,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 273.2223,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 299.2015,5,0001285,shift,250
MS:1002523,14(15)-EpETE,[M-H]1-,m/z 59.0139,5,0001285,shift,8.26654242461687
MS:1002523,14(15)-EpETE,[M-H]1-,precursor,5,0001285,shift,11.472552976262
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,5,0000139,meanlog,4.51623128681808
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,5,0000139,meanlog,5.3008930760359
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,5,0000139,meanlog,5.68447186356617
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,5,0000139,meanlog,5.62551647108234
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,5,0000139,meanlog,5.58645583878656
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,5,0000139,meanlog,5.59041161839917
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,5,0000139,meanlog,5.60349947633664
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,5,0000139,meanlog,5.57512109477528
MS:1002523,15-HEPE,[M-H]1-,m/z 59.0139,5,0000139,meanlog,4.30161960995789
MS:1002523,15-HEPE,[M-H]1-,precursor,5,0000139,meanlog,3.33393400594722
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 59.0139,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,precursor,5,0000139,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,5,0000139,scale,1.87184651887625
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,5,0000139,scale,2.04760646268357
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,5,0000139,scale,1.94773499288942
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,5,0000139,scale,2.44006776375921
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,5,0000139,scale,5.32808234455472
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,5,0000139,scale,1.03918794161729
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,5,0000139,scale,3.97244541032333
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,5,0000139,scale,2.99952062411199
MS:1002523,15-HEPE,[M-H]1-,m/z 59.0139,5,0000139,scale,24.4385996388249
MS:1002523,15-HEPE,[M-H]1-,precursor,5,0000139,scale,6.11347200790907
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,5,0000139,sdlog,0.169743149305774
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,5,0000139,sdlog,0.0633203889764325
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,5,0000139,sdlog,0.0520088771822632
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,5,0000139,sdlog,0.0410019148645241
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,5,0000139,sdlog,0.0422026558817398
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,5,0000139,sdlog,0.0350391574098269
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,5,0000139,sdlog,0.0444421126938452
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,5,0000139,sdlog,0.0423881845671122
MS:1002523,15-HEPE,[M-H]1-,m/z 59.0139,5,0000139,sdlog,0.361829946635277
MS:1002523,15-HEPE,[M-H]1-,precursor,5,0000139,sdlog,0.233890829770332
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,5,0000139,shift,46.7054931849966
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,5,0000139,shift,163.349162768469
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,5,0000139,shift,250
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,5,0000139,shift,250
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,5,0000139,shift,250
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,5,0000139,shift,250
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,5,0000139,shift,250
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,5,0000139,shift,250
MS:1002523,15-HEPE,[M-H]1-,m/z 59.0139,5,0000139,shift,2.9228815919838
MS:1002523,15-HEPE,[M-H]1-,precursor,5,0000139,shift,14.1022041276106
MS:1002523,15-HETE,[M-H]1-,m/z 113.0971,5,0001329,meanlog,4.54995400707356
MS:1002523,15-HETE,[M-H]1-,m/z 175.1491,5,0001329,meanlog,5.55023753758387
MS:1002523,15-HETE,[M-H]1-,m/z 203.1804,5,0001329,meanlog,5.66169500782683
MS:1002523,15-HETE,[M-H]1-,m/z 219.1390,5,0001329,meanlog,5.60590332338205
MS:1002523,15-HETE,[M-H]1-,m/z 257.2273,5,0001329,meanlog,5.64187759190287
MS:1002523,15-HETE,[M-H]1-,m/z 275.2378,5,0001329,meanlog,5.63459600343808
MS:1002523,15-HETE,[M-H]1-,m/z 301.2171,5,0001329,meanlog,5.61367323590191
MS:1002523,15-HETE,[M-H]1-,m/z 59.0139,5,0001329,meanlog,4.46120710573429
MS:1002523,15-HETE,[M-H]1-,precursor,5,0001329,meanlog,2.99018998942989
MS:1002523,15-HETE,[M-H]1-,m/z 113.0971,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 175.1491,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 203.1804,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 219.1390,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 257.2273,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 275.2378,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 301.2171,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 59.0139,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,precursor,5,0001329,model,dlnormPar
MS:1002523,15-HETE,[M-H]1-,m/z 113.0971,5,0001329,scale,1.8819017372014
MS:1002523,15-HETE,[M-H]1-,m/z 175.1491,5,0001329,scale,2.66317190492034
MS:1002523,15-HETE,[M-H]1-,m/z 203.1804,5,0001329,scale,0.463973660611617
MS:1002523,15-HETE,[M-H]1-,m/z 219.1390,5,0001329,scale,4.57136310177473
MS:1002523,15-HETE,[M-H]1-,m/z 257.2273,5,0001329,scale,2.04150597448789
MS:1002523,15-HETE,[M-H]1-,m/z 275.2378,5,0001329,scale,0.41092394606863
MS:1002523,15-HETE,[M-H]1-,m/z 301.2171,5,0001329,scale,4.02818852729258
MS:1002523,15-HETE,[M-H]1-,m/z 59.0139,5,0001329,scale,21.0864618567937
MS:1002523,15-HETE,[M-H]1-,precursor,5,0001329,scale,10.988693478111
MS:1002523,15-HETE,[M-H]1-,m/z 113.0971,5,0001329,sdlog,0.158472250141778
MS:1002523,15-HETE,[M-H]1-,m/z 175.1491,5,0001329,sdlog,0.0442769563977996
MS:1002523,15-HETE,[M-H]1-,m/z 203.1804,5,0001329,sdlog,0.0378893858860297
MS:1002523,15-HETE,[M-H]1-,m/z 219.1390,5,0001329,sdlog,0.0392627978030318
MS:1002523,15-HETE,[M-H]1-,m/z 257.2273,5,0001329,sdlog,0.0398667153566642
MS:1002523,15-HETE,[M-H]1-,m/z 275.2378,5,0001329,sdlog,0.0365251409186387
MS:1002523,15-HETE,[M-H]1-,m/z 301.2171,5,0001329,sdlog,0.0491958587940251
MS:1002523,15-HETE,[M-H]1-,m/z 59.0139,5,0001329,sdlog,0.208212509002734
MS:1002523,15-HETE,[M-H]1-,precursor,5,0001329,sdlog,0.379833535021442
MS:1002523,15-HETE,[M-H]1-,m/z 113.0971,5,0001329,shift,44.4073408928875
MS:1002523,15-HETE,[M-H]1-,m/z 175.1491,5,0001329,shift,227.053861376468
MS:1002523,15-HETE,[M-H]1-,m/z 203.1804,5,0001329,shift,250
MS:1002523,15-HETE,[M-H]1-,m/z 219.1390,5,0001329,shift,250
MS:1002523,15-HETE,[M-H]1-,m/z 257.2273,5,0001329,shift,250
MS:1002523,15-HETE,[M-H]1-,m/z 275.2378,5,0001329,shift,250
MS:1002523,15-HETE,[M-H]1-,m/z 301.2171,5,0001329,shift,250
MS:1002523,15-HETE,[M-H]1-,m/z 59.0139,5,0001329,shift,22.0708588511598
MS:1002523,15-HETE,[M-H]1-,precursor,5,0001329,shift,4.96544861895876
MS:1002523,15-HETE{d8},[M-H]1-,m/z 114.1034,5,0001329,meanlog,4.54995400707356
MS:1002523,15-HETE{d8},[M-H]1-,m/z 182.1930,5,0001329,meanlog,5.55023753758387
MS:1002523,15-HETE{d8},[M-H]1-,m/z 210.2243,5,0001329,meanlog,5.66169500782683
MS:1002523,15-HETE{d8},[M-H]1-,m/z 226.1829,5,0001329,meanlog,5.60590332338205
MS:1002523,15-HETE{d8},[M-H]1-,m/z 265.2775,5,0001329,meanlog,5.64187759190287
MS:1002523,15-HETE{d8},[M-H]1-,m/z 283.2880,5,0001329,meanlog,5.63459600343808
MS:1002523,15-HETE{d8},[M-H]1-,m/z 309.2673,5,0001329,meanlog,5.61367323590191
MS:1002523,15-HETE{d8},[M-H]1-,m/z 59.0139,5,0001329,meanlog,4.46120710573429
MS:1002523,15-HETE{d8},[M-H]1-,precursor,5,0001329,meanlog,2.99018998942989
MS:1002523,15-HETE{d8},[M-H]1-,m/z 114.1034,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 182.1930,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 210.2243,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 226.1829,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 265.2775,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 283.2880,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 309.2673,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 59.0139,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,precursor,5,0001329,model,dlnormPar
MS:1002523,15-HETE{d8},[M-H]1-,m/z 114.1034,5,0001329,scale,1.8819017372014
MS:1002523,15-HETE{d8},[M-H]1-,m/z 182.1930,5,0001329,scale,2.66317190492034
MS:1002523,15-HETE{d8},[M-H]1-,m/z 210.2243,5,0001329,scale,0.463973660611617
MS:1002523,15-HETE{d8},[M-H]1-,m/z 226.1829,5,0001329,scale,4.57136310177473
MS:1002523,15-HETE{d8},[M-H]1-,m/z 265.2775,5,0001329,scale,2.04150597448789
MS:1002523,15-HETE{d8},[M-H]1-,m/z 283.2880,5,0001329,scale,0.41092394606863
MS:1002523,15-HETE{d8},[M-H]1-,m/z 309.2673,5,0001329,scale,4.02818852729258
MS:1002523,15-HETE{d8},[M-H]1-,m/z 59.0139,5,0001329,scale,21.0864618567937
MS:1002523,15-HETE{d8},[M-H]1-,precursor,5,0001329,scale,10.988693478111
MS:1002523,15-HETE{d8},[M-H]1-,m/z 114.1034,5,0001329,sdlog,0.158472250141778
MS:1002523,15-HETE{d8},[M-H]1-,m/z 182.1930,5,0001329,sdlog,0.0442769563977996
MS:1002523,15-HETE{d8},[M-H]1-,m/z 210.2243,5,0001329,sdlog,0.0378893858860297
MS:1002523,15-HETE{d8},[M-H]1-,m/z 226.1829,5,0001329,sdlog,0.0392627978030318
MS:1002523,15-HETE{d8},[M-H]1-,m/z 265.2775,5,0001329,sdlog,0.0398667153566642
MS:1002523,15-HETE{d8},[M-H]1-,m/z 283.2880,5,0001329,sdlog,0.0365251409186387
MS:1002523,15-HETE{d8},[M-H]1-,m/z 309.2673,5,0001329,sdlog,0.0491958587940251
MS:1002523,15-HETE{d8},[M-H]1-,m/z 59.0139,5,0001329,sdlog,0.208212509002734
MS:1002523,15-HETE{d8},[M-H]1-,precursor,5,0001329,sdlog,0.379833535021442
MS:1002523,15-HETE{d8},[M-H]1-,m/z 114.1034,5,0001329,shift,44.4073408928875
MS:1002523,15-HETE{d8},[M-H]1-,m/z 182.1930,5,0001329,shift,227.053861376468
MS:1002523,15-HETE{d8},[M-H]1-,m/z 210.2243,5,0001329,shift,250
MS:1002523,15-HETE{d8},[M-H]1-,m/z 226.1829,5,0001329,shift,250
MS:1002523,15-HETE{d8},[M-H]1-,m/z 265.2775,5,0001329,shift,250
MS:1002523,15-HETE{d8},[M-H]1-,m/z 283.2880,5,0001329,shift,250
MS:1002523,15-HETE{d8},[M-H]1-,m/z 309.2673,5,0001329,shift,250
MS:1002523,15-HETE{d8},[M-H]1-,m/z 59.0139,5,0001329,shift,22.0708588511598
MS:1002523,15-HETE{d8},[M-H]1-,precursor,5,0001329,shift,4.96544861895876
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,5,0000149,meanlog,3.85432239933078
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,5,0000149,meanlog,5.69794074353277
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,5,0000149,meanlog,5.68563431964898
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,5,0000149,meanlog,5.60893726918882
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,5,0000149,meanlog,5.64909056587353
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,5,0000149,meanlog,5.23106411074357
MS:1002523,15d-PGJ2,[M-H]1-,precursor,5,0000149,meanlog,3.34224641511396
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,precursor,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,5,0000149,scale,0.773598103418841
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,5,0000149,scale,6.46182125960655
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,5,0000149,scale,0.866270604429771
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,5,0000149,scale,22.4449650201748
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,5,0000149,scale,0.663499009782327
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,5,0000149,scale,8.2174886031709
MS:1002523,15d-PGJ2,[M-H]1-,precursor,5,0000149,scale,7.84277399222578
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,5,0000149,sdlog,0.285154734429104
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,5,0000149,sdlog,0.0450994233646142
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,5,0000149,sdlog,0.0455377618458135
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,5,0000149,sdlog,0.0510243967049814
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,5,0000149,sdlog,0.0445379636674299
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,5,0000149,sdlog,0.182407790747068
MS:1002523,15d-PGJ2,[M-H]1-,precursor,5,0000149,sdlog,0.247283403901135
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,5,0000149,shift,4.83687827421983
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,5,0000149,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,5,0000149,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,5,0000149,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,5,0000149,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,5,0000149,shift,94.4985966642948
MS:1002523,15d-PGJ2,[M-H]1-,precursor,5,0000149,shift,14.1560978309045
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,5,0000149,meanlog,3.85432239933078
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,5,0000149,meanlog,5.69794074353277
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,5,0000149,meanlog,5.68563431964898
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,5,0000149,meanlog,5.60893726918882
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,5,0000149,meanlog,5.64909056587353
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,5,0000149,meanlog,5.23106411074357
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,5,0000149,meanlog,3.34224641511396
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,5,0000149,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,5,0000149,scale,0.773598103418841
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,5,0000149,scale,6.46182125960655
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,5,0000149,scale,0.866270604429771
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,5,0000149,scale,22.4449650201748
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,5,0000149,scale,0.663499009782327
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,5,0000149,scale,8.2174886031709
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,5,0000149,scale,7.84277399222578
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,5,0000149,sdlog,0.285154734429104
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,5,0000149,sdlog,0.0450994233646142
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,5,0000149,sdlog,0.0455377618458135
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,5,0000149,sdlog,0.0510243967049814
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,5,0000149,sdlog,0.0445379636674299
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,5,0000149,sdlog,0.182407790747068
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,5,0000149,sdlog,0.247283403901135
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,5,0000149,shift,4.83687827421983
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,5,0000149,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,5,0000149,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,5,0000149,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,5,0000149,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,5,0000149,shift,94.4985966642948
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,5,0000149,shift,14.1560978309045
MS:1002523,16-HDoHE,[M-H]1-,m/z 125.0971,5,0001271,meanlog,5.1050723209108
MS:1002523,16-HDoHE,[M-H]1-,m/z 135.1179,5,0001271,meanlog,5.61612012349877
MS:1002523,16-HDoHE,[M-H]1-,m/z 189.1648,5,0001271,meanlog,5.63290372370773
MS:1002523,16-HDoHE,[M-H]1-,m/z 233.1546,5,0001271,meanlog,5.60448672086828
MS:1002523,16-HDoHE,[M-H]1-,m/z 261.1493,5,0001271,meanlog,5.60998707293914
MS:1002523,16-HDoHE,[M-H]1-,m/z 281.2274,5,0001271,meanlog,5.60810804088418
MS:1002523,16-HDoHE,[M-H]1-,m/z 299.2378,5,0001271,meanlog,5.60741551559631
MS:1002523,16-HDoHE,[M-H]1-,m/z 325.2172,5,0001271,meanlog,5.59427927223212
MS:1002523,16-HDoHE,[M-H]1-,m/z 59.0139,5,0001271,meanlog,4.18858531681419
MS:1002523,16-HDoHE,[M-H]1-,precursor,5,0001271,meanlog,3.11044280991774
MS:1002523,16-HDoHE,[M-H]1-,m/z 125.0971,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 135.1179,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 189.1648,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 233.1546,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 261.1493,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 281.2274,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 299.2378,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 325.2172,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 59.0139,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,precursor,5,0001271,model,dlnormPar
MS:1002523,16-HDoHE,[M-H]1-,m/z 125.0971,5,0001271,scale,1.04552556982758
MS:1002523,16-HDoHE,[M-H]1-,m/z 135.1179,5,0001271,scale,1.40457769484627
MS:1002523,16-HDoHE,[M-H]1-,m/z 189.1648,5,0001271,scale,2.70929383980917
MS:1002523,16-HDoHE,[M-H]1-,m/z 233.1546,5,0001271,scale,8.65735326076824
MS:1002523,16-HDoHE,[M-H]1-,m/z 261.1493,5,0001271,scale,0.439794631698087
MS:1002523,16-HDoHE,[M-H]1-,m/z 281.2274,5,0001271,scale,0.826347945986654
MS:1002523,16-HDoHE,[M-H]1-,m/z 299.2378,5,0001271,scale,0.723087548454309
MS:1002523,16-HDoHE,[M-H]1-,m/z 325.2172,5,0001271,scale,0.964525978081075
MS:1002523,16-HDoHE,[M-H]1-,m/z 59.0139,5,0001271,scale,29.156081977679
MS:1002523,16-HDoHE,[M-H]1-,precursor,5,0001271,scale,9.1939540510362
MS:1002523,16-HDoHE,[M-H]1-,m/z 125.0971,5,0001271,sdlog,0.0724456923710351
MS:1002523,16-HDoHE,[M-H]1-,m/z 135.1179,5,0001271,sdlog,0.0384453802985156
MS:1002523,16-HDoHE,[M-H]1-,m/z 189.1648,5,0001271,sdlog,0.0323897276519533
MS:1002523,16-HDoHE,[M-H]1-,m/z 233.1546,5,0001271,sdlog,0.0368405409999885
MS:1002523,16-HDoHE,[M-H]1-,m/z 261.1493,5,0001271,sdlog,0.0369662513266184
MS:1002523,16-HDoHE,[M-H]1-,m/z 281.2274,5,0001271,sdlog,0.0343473469768836
MS:1002523,16-HDoHE,[M-H]1-,m/z 299.2378,5,0001271,sdlog,0.0325147862651176
MS:1002523,16-HDoHE,[M-H]1-,m/z 325.2172,5,0001271,sdlog,0.0352897876545335
MS:1002523,16-HDoHE,[M-H]1-,m/z 59.0139,5,0001271,sdlog,0.350824987045211
MS:1002523,16-HDoHE,[M-H]1-,precursor,5,0001271,sdlog,0.267993485791631
MS:1002523,16-HDoHE,[M-H]1-,m/z 125.0971,5,0001271,shift,129.443153509677
MS:1002523,16-HDoHE,[M-H]1-,m/z 135.1179,5,0001271,shift,238.696238654598
MS:1002523,16-HDoHE,[M-H]1-,m/z 189.1648,5,0001271,shift,250
MS:1002523,16-HDoHE,[M-H]1-,m/z 233.1546,5,0001271,shift,250
MS:1002523,16-HDoHE,[M-H]1-,m/z 261.1493,5,0001271,shift,250
MS:1002523,16-HDoHE,[M-H]1-,m/z 281.2274,5,0001271,shift,250
MS:1002523,16-HDoHE,[M-H]1-,m/z 299.2378,5,0001271,shift,250
