PS 18:0-18:2 [M+H]1+
PS 18:0-20:3 [M+H]1+
PS 18:0-20:4 [M+H]1+
PS 18:0-20:5 [M+H]1+
PS 20:1-20:4 [M+H]1+
PS 18:0-22:6 [M+H]1+
Ch [M+NH4]1+
ChE 14:0 [M+NH4]1+
ChE 15:0 [M+NH4]1+
ChE 16:0 [M+NH4]1+
ChE 16:1 [M+NH4]1+
ChE 16:2 [M+NH4]1+
ChE 17:0 [M+NH4]1+
ChE 17:1 [M+NH4]1+
ChE 18:0 [M+NH4]1+
ChE 18:1 [M+NH4]1+
ChE 18:2 [M+NH4]1+
ChE 18:3 [M+NH4]1+
ChE 20:1 [M+NH4]1+
ChE 20:2 [M+NH4]1+
ChE 20:3 [M+NH4]1+
ChE 20:4 [M+NH4]1+
ChE 20:5 [M+NH4]1+
ChE 22:0 [M+NH4]1+
ChE 22:1 [M+NH4]1+
ChE 22:4 [M+NH4]1+
ChE 22:5 [M+NH4]1+
ChE 22:6 [M+NH4]1+
ChE 24:0 [M+NH4]1+
ChE 24:1 [M+NH4]1+
ChE 24:4 [M+NH4]1+
ChE 24:5 [M+NH4]1+
ChE 24:6 [M+NH4]1+
DAG 30:0-14:0 [M+NH4]1+
DAG 30:0-16:0 [M+NH4]1+
DAG 30:1-14:0 [M+NH4]1+
DAG 30:1-16:1 [M+NH4]1+
TAG 14:0-16:0-18:2 [M+NH4]1+
TAG 14:0-16:1-18:1 [M+NH4]1+
TAG 14:0-16:1-18:2 [M+NH4]1+
TAG 14:0-18:0-18:1 [M+NH4]1+
TAG 14:0-18:2-18:2 [M+NH4]1+
TAG 14:1-16:0-18:1 [M+NH4]1+
TAG 14:1-16:1-18:0 [M+NH4]1+
TAG 14:1-18:0-18:2 [M+NH4]1+
TAG 14:1-18:1-18:1 [M+NH4]1+
TAG 15:0-18:1-16:0 [M+NH4]1+
TAG 15:0-18:1-18:1 [M+NH4]1+
TAG 16:0-16:0-16:0 [M+NH4]1+
TAG 16:0-16:0-18:0 [M+NH4]1+
TAG 16:0-16:0-18:1 [M+NH4]1+
TAG 16:0-16:0-18:2 [M+NH4]1+
TAG 16:0-16:1-18:1 [M+NH4]1+
TAG 16:0-18:0-18:1 [M+NH4]1+
TAG 16:0-18:1-18:1 [M+NH4]1+
TAG 16:0-18:1-18:2 [M+NH4]1+
TAG 16:0-18:2-18:2 [M+NH4]1+
TAG 16:1-16:1-16:1 [M+NH4]1+
TAG 16:1-16:1-18:0 [M+NH4]1+
TAG 16:1-16:1-18:1 [M+NH4]1+
TAG 16:1-18:1-18:1 [M+NH4]1+
TAG 16:1-18:1-18:2 [M+NH4]1+
TAG 17:0-16:0-16:1 [M+NH4]1+
TAG 17:0-16:0-18:0 [M+NH4]1+
TAG 17:0-18:1-14:0 [M+NH4]1+
TAG 17:0-18:1-16:0 [M+NH4]1+
TAG 17:0-18:1-16:1 [M+NH4]1+
TAG 17:0-18:1-18:1 [M+NH4]1+
TAG 17:0-18:2-16:0 [M+NH4]1+
TAG 18:0-18:0-18:0 [M+NH4]1+
TAG 18:0-18:0-18:1 [M+NH4]1+
TAG 18:0-18:1-18:1 [M+NH4]1+
TAG 18:0-18:2-18:2 [M+NH4]1+
TAG 18:1-14:0-16:0 [M+NH4]1+
TAG 18:1-18:1-18:1 [M+NH4]1+
TAG 18:1-18:1-18:2 [M+NH4]1+
TAG 18:1-18:1-20:4 [M+NH4]1+
TAG 18:1-18:1-22:6 [M+NH4]1+
TAG 18:1-18:2-18:2 [M+NH4]1+
TAG 18:2-18:2-18:2 [M+NH4]1+
TAG 18:2-18:2-20:4 [M+NH4]1+
