class,nameafter,name,charge,baseformula,C,H,O,N,P,S,species-specific,,,
PGF2alpha{d4},m/z 197.1486,m/z 197.1486,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 175.1279,m/z 175.1279,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 169.1537,m/z 169.1537,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 83.0503,m/z 83.0503,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 323.2228,m/z 323.2228,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 315.1966,m/z 315.1966,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 271.2069,m/z 271.2069,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 215.1079,m/z 215.1079,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 205.1599,m/z 205.1599,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 187.1494,m/z 187.1494,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 189.1286,m/z 189.1286,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 105.0711,m/z 105.0711,-1,,0,0,0,0,0,0,0,,,
PGI2,m/z 83.0503,m/z 83.0503,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 357.2066,m/z 357.2066,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 277.1443,m/z 277.1443,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 233.1545,m/z 233.1545,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 215.1439,m/z 215.1439,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 163.0764,m/z 163.0764,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 141.0557,m/z 141.0557,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 135.0814,m/z 135.0814,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 121.0658,m/z 121.0658,-1,,0,0,0,0,0,0,0,,,
Resolvin D1,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 362.2380,m/z 362.2380,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 277.1443,m/z 277.1443,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 238.1859,m/z 238.1859,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 220.1753,m/z 220.1753,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 163.0764,m/z 163.0764,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 141.0557,m/z 141.0557,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 135.0814,m/z 135.0814,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 121.0658,m/z 121.0658,-1,,0,0,0,0,0,0,0,,,
Resolvin D1{d5},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 277.1446,m/z 277.1446,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 259.1340,m/z 259.1340,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 215.1442,m/z 215.1442,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 175.0765,m/z 175.0765,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 141.0558,m/z 141.0558,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 135.0817,m/z 135.0817,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 113.0609,m/z 113.0609,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 69.0344,m/z 69.0344,-1,,0,0,0,0,0,0,0,,,
Resolvin D2,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 277.1446,m/z 277.1446,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 259.1340,m/z 259.1340,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 215.1442,m/z 215.1442,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 175.0765,m/z 175.0765,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 141.0558,m/z 141.0558,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 135.0817,m/z 135.0817,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 113.0609,m/z 113.0609,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 69.0344,m/z 69.0344,-1,,0,0,0,0,0,0,0,,,
Resolvin D2{d5},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 357.2076,m/z 357.2076,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 199.1494,m/z 199.1494,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 147.1180,m/z 147.1180,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 137.0973,m/z 137.0973,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 115.0402,m/z 115.0402,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 95.0504,m/z 95.0504,-1,,0,0,0,0,0,0,0,,,
Resolvin D3,m/z 69.0344,m/z 69.0344,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 341.2122,m/z 341.2122,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 297.2225,m/z 297.2225,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 279.2119,m/z 279.2119,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 261.1497,m/z 261.1497,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 227.1443,m/z 227.1443,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 199.1494,m/z 199.1494,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 141.0558,m/z 141.0558,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 119.0867,m/z 119.0867,-1,,0,0,0,0,0,0,0,,,
Resolvin D5,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
tetranor-12-HETE,m/z 221.1909,m/z 221.1909,-1,,0,0,0,0,0,0,0,,,
tetranor-12-HETE,m/z 203.1804,m/z 203.1804,-1,,0,0,0,0,0,0,0,,,
tetranor-12-HETE,m/z 165.1284,m/z 165.1284,-1,,0,0,0,0,0,0,0,,,
tetranor-12-HETE,m/z 139.1127,m/z 139.1127,-1,,0,0,0,0,0,0,0,,,
tetranor-12-HETE,m/z 109.0657,m/z 109.0657,-1,,0,0,0,0,0,0,0,,,
tetranor-12-HETE,m/z 91.0553,m/z 91.0553,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 327.2176,m/z 327.2176,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 309.2072,m/z 309.2072,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 291.1966,m/z 291.1966,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 197.1182,m/z 197.1182,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 193.1233,m/z 193.1233,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 171.1025,m/z 171.1025,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 127.1128,m/z 127.1128,-1,,0,0,0,0,0,0,0,,,
TXB1,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 351.2176,m/z 351.2176,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 325.2020,m/z 325.2020,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 307.1915,m/z 307.1915,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 289.1808,m/z 289.1808,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 195.1026,m/z 195.1026,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 177.0921,m/z 177.0921,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 169.0868,m/z 169.0868,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 151.1128,m/z 151.1128,-1,,0,0,0,0,0,0,0,,,
TXB2,m/z 125.0972,m/z 125.0972,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 355.2427,m/z 355.2427,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 329.2271,m/z 329.2271,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 311.2166,m/z 311.2166,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 293.2059,m/z 293.2059,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 199.1277,m/z 199.1277,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 181.1172,m/z 181.1172,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 173.1119,m/z 173.1119,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 155.1379,m/z 155.1379,-1,,0,0,0,0,0,0,0,,,
TXB2{d4},m/z 129.1223,m/z 129.1223,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 349.2021,m/z 349.2021,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 323.1860,m/z 323.1860,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 287.1652,m/z 287.1652,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 195.1024,m/z 195.1024,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 177.0919,m/z 177.0919,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 169.0869,m/z 169.0869,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 151.1126,m/z 151.1126,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 125.0971,m/z 125.0971,-1,,0,0,0,0,0,0,0,,,
TXB3,m/z 69.0342,m/z 69.0342,-1,,0,0,0,0,0,0,0,,,
BMP,"HG(GP,155)","HG(GP,155)",1,HG,-3,-6,-3,0,0,0,1,,,
BMP,"HG(GPG,211)","HG(GPG,211)",1,HG,0,-2,-2,0,0,0,1,,,
BMP,"-(NH3,17)","-(NH3,17)",1,M,0,0,0,0,0,0,1,,,
BMP,"-(2H2O,36)","-(2H2O,36)",1,M,0,-4,-2,0,0,0,1,,,
BMP,"-HG(GP,172)","-HG(GP,172)",1,M,-3,-9,-6,0,-1,0,1,,,
BMP,FA [xx:x](+C3H6O1),FA1(+C3H6O),1,FA1;HG,-3,-6,-7,0,-1,0,0,,,
BMP,FA [yy:y](+C3H6O1),FA2(+C3H6O),1,FA2;HG,-3,-6,-7,0,-1,0,0,,,
BMP,FA [yy:y](+C3H4O) + HG(GP),FA2(+C3H4O) + HG(GP),1,FA2;HG,0,-2,-1,0,0,0,0,,,
BMP,FA [xx:x](+C3H4O) + HG(GP),FA1(+C3H4O) + HG(GP),1,FA1;HG,0,-2,-1,0,0,0,0,,,
BMP,FA [xx:x](+C3H5O4P),FA1(+C3H5O4P),1,FA1;HG,-3,-7,-4,0,0,0,0,,,
BMP,FA [yy:y](+C3H5O4P),FA2(+C3H5O4P),1,FA2;HG,-3,-7,-4,0,0,0,0,,,
BMP,FA [xx:x](+C3H6O2),FA1(+C3H6O2),1,FA1;HG,-3,-6,-6,0,1,0,0,,,
BMP,FA [yy:y](+C3H6O2),FA2(+C3H6O2),1,FA2;HG,-3,-6,-6,0,1,0,0,,,
BMP,FA [xx:x](+C3H4O),FA1(+C3H4O),1,FA1;HG,-3,-8,-7,0,1,0,0,,,
BMP,FA [yy:y](+C3H4O),FA2(+C3H4O),1,FA2;HG,-3,-8,-7,0,1,0,0,,,
BMP,FA [xx:x],FA1,1,FA1,0,-1,0,0,0,0,0,,,
BMP,FA [yy:y],FA2,1,FA2,0,-1,0,0,0,0,0,,,
BMP,GP(153),GP(153),-1,HG,-3,-6,-3,0,0,0,1,,,
BMP,"HG(GPG,209)","HG(GPG,209)",-1,HG,0,-2,-2,0,0,0,1,,,
BMP,"HG(GPG,227)","HG(GPG,227)",-1,HG,0,0,-1,0,0,0,1,,,
BMP,P(79),P(79),-1,HG,-6,-12,-5,0,0,0,1,,,
BMP,P(97),P(97),-1,HG,-6,-10,-4,0,0,0,1,,,
BMP,-([adduct]),-([adduct]),-1,M,0,0,0,0,0,0,1,,,
BMP,FA [xx:x](+O),FA1(+O),-1,FA1,0,1,1,0,0,0,0,,,
BMP,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
BMP,"FA [xx:x](+O) + HG(GP,155)","FA1(+O) + HG(GP,155)",-1,FA1;HG,-3,-5,-2,0,0,0,0,,,
BMP,"FA [yy:y](+O) + HG(GP,155)","FA2(+O) + HG(GP,155)",-1,FA2;HG,-3,-5,-2,0,0,0,0,,,
BMP,"FA [xx:x](+O) + HG(GP,137)","FA1(+O) + HG(GP,137)",-1,FA1;HG,-3,-7,-3,0,0,0,0,,,
BMP,"FA [yy:y](+O) + HG(GP,137)","FA2(+O) + HG(GP,137)",-1,FA2;HG,-3,-7,-3,0,0,0,0,,,
BMP,"FA [xx:x](+O) + HG(GPG,229)","FA1(+O) + HG(GPG,229)",-1,FA1;HG,0,1,0,0,0,0,0,,,
BMP,"FA [yy:y](+O) + HG(GPG,229)","FA2(+O) + HG(GPG,229)",-1,FA2;HG,0,1,0,0,0,0,0,,,
BMP,"FA [xx:x](+O) + HG(GPG,211)","FA1(+O) + HG(GPG,211)",-1,FA1;HG,0,-2,-1,0,0,0,0,,,
BMP,"FA [yy:y](+O) + HG(GPG,211)","FA2(+O) + HG(GPG,211)",-1,FA2;HG,0,-2,-1,0,0,0,0,,,
CDPDAG,"HG(CDP,404)","HG(CDP,404)",1,HG,-3,-4,-2,0,0,0,1,,,
CDPDAG,"HG(CDP,386)","HG(CDP,386)",1,HG,-3,-6,-3,0,0,0,1,,,
CDPDAG,"HG(CP,324)","HG(CP,324)",1,HG,-3,-5,-5,0,-1,0,1,,,
CDPDAG,"HG(CP,306)","HG(CP,306)",1,HG,-3,-7,-6,0,-1,0,1,,,
CDPDAG,"HG(C,208)","HG(C,208)",1,HG,-3,-10,-10,0,-2,0,1,,,
CDPDAG,"HG(C,112)","HG(C,112)",1,HG,-8,-14,-12,0,-2,0,1,,,
CDPDAG,"-HG(CDP,403)","-HG(CDP,403)",1,M,-9,-15,-11,-3,-2,0,1,,,
CDPDAG,FA [yy:y](+C3H6O2) + HG(CDP),FA2(+C3H6O2) + HG(CDP),1,FA2;HG,0,1,0,0,0,0,0,,,
CDPDAG,FA [xx:x](+C3H6O2) + HG(CDP),FA1(+C3H6O2) + HG(CDP),1,FA1,0,1,0,0,0,0,0,,,
CDPDAG,"HG(CDP,402)","HG(CDP,402)",-1,HG,-3,-4,-2,0,0,0,1,,,
CDPDAG,"HG(CDP,384)","HG(CDP,384)",-1,HG,-3,-6,-3,0,0,0,1,,,
CDPDAG,"HG(CP,322)","HG(CP,322)",-1,HG,-3,-5,-5,0,-1,0,1,,,
CDPDAG,"HG(CP,304)","HG(CP,304)",-1,HG,-3,-7,-6,0,-1,0,1,,,
CDPDAG,"HG(C,110)","HG(C,110)",-1,HG,-8,-14,-12,0,-2,0,1,,,
CDPDAG,"HG(C,272)","HG(C,272)",-1,HG,-7,-11,-4,-3,0,0,1,,,
CDPDAG,P(79),P(79),-1,HG,-12,-18,-10,-3,-1,0,1,,,
CDPDAG,P(97),P(97),-1,HG,-12,-16,-9,-3,-1,0,1,,,
CDPDAG,2P(159),2P(159),-1,HG,-12,-17,-7,-3,0,0,1,,,
CDPDAG,"-HG(C,243)","-HG(C,243)",-1,M,-9,-13,-5,-3,0,0,1,,,
CDPDAG,FA [xx:x](+O),FA1(+O),-1,FA1,0,1,1,0,0,0,0,,,
CDPDAG,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
CDPDAG,-FA [xx:x](+HO),-FA1(+HO),-1,FA2;HG,0,-1,-1,0,0,0,0,,,
CDPDAG,-FA [yy:y](+HO),-FA2(+HO),-1,FA1;HG,0,-1,-1,0,0,0,0,,,
CDPDAG,-FA [xx:x](-H),-FA1(-H),-1,FA2;HG,0,1,0,0,0,0,0,,,
CDPDAG,-FA [yy:y](-H),-FA2(-H),-1,FA1;HG,0,1,0,0,0,0,0,,,
CDPDAG,"-FA [xx:x](+HO)-HG(C,225)","-FA1(+HO)-HG(C,225)",-1,FA2;HG,-9,-12,-5,-3,0,0,0,,,
CDPDAG,"-FA [yy:y](+HO)-HG(C,225)","-FA2(+HO)-HG(C,225)",-1,FA1;HG,-9,-12,-5,-3,0,0,0,,,
CDPDAG,"-FA [xx:x](+HO)-HG(C,243)","-FA1(+HO)-HG(C,243)",-1,FA2;HG,-9,-14,-6,-3,0,0,0,,,
CDPDAG,"-FA [yy:y](+HO)-HG(C,243)","-FA2(+HO)-HG(C,243)",-1,FA1;HG,-9,-14,-6,-3,0,0,0,,,
CDPDAG,"-FA [xx:x](+HO)-HG(C,305)","-FA1(+HO)-HG(C,305)",-1,FA2;HG,-9,-13,-8,-3,-1,0,0,,,
CDPDAG,"-FA [yy:y](+HO)-HG(C,305)","-FA2(+HO)-HG(C,305)",-1,FA1;HG,-9,-13,-8,-3,-1,0,0,,,
Cer,"-(H2O,18)","-(H2O,18)",1,M,0,-2,-1,0,0,0,1,,,
Cer,LCB [xx:x;x](-HO),LCB(-HO),1,LCB,0,-1,-1,0,0,0,0,,,
Cer,LCB [xx:x;x](-H3O2),LCB(-H3O2),1,LCB,0,-3,-2,0,0,0,0,,,
Cer,LCB [xx:x;x](-CH3O2),LCB(-CH3O2),1,LCB,-1,-3,-2,0,0,0,0,,,
Cer,-([adduct]),-([adduct]),-1,M,0,0,0,0,0,0,1,,,
Cer,LCB [xx:x;x](-H6NO),LCB(-H6NO),-1,LCB,0,-4,-1,-1,0,0,0,,,
Cer,LCB [xx:x;x](-CH3O),LCB(-CH3O),-1,LCB,-1,-1,-1,0,0,0,0,,,
Cer,LCB [xx:x;x](-C2H8NO),LCB(-C2H8NO),-1,LCB,-2,-6,-1,-1,0,0,0,,,
Cer,FA [xx:x](+C2H3N),FA1(+C2H3N),-1,FA,2,4,0,1,0,0,0,,,
Cer,FA [xx:x](-CH2O),FA1(-CH2O),-1,FA,-1,-1,-1,0,0,0,0,,,
Cer,FA [xx:x](+HN),FA1(+HN),-1,FA,0,2,0,1,0,0,0,,,
Cer,FA [xx:x](+C2H3NO),FA1(+C2H3NO),-1,FA,2,4,1,1,0,0,0,,,
CerP,"-(H3PO4,98)","-(H3PO4,98)",1,M,0,-3,-4,0,-1,0,1,,,
CerP,"-HG(CerP,116)","-HG(CerP,116)",1,M,0,-5,-5,0,-1,0,1,,,
CerP,LCB [xx:x;x](-H3O2),LCB(-H3O2),1,LCB,0,-3,-2,0,0,0,0,,,
CerP,-([adduct]),-([adduct]),-1,M,0,0,0,0,0,0,1,,,
CerP,P(79),P(79),-1,HG,0,0,0,0,0,0,1,,,
CerP,P(97),P(97),-1,HG,0,2,1,0,0,0,1,,,
EPC,"-HG(PE,141)","-HG(PE,141)",1,M,-2,-8,-4,-1,-1,0,1,,,
EPC,LCB [xx:x;x](-HO),LCB(-HO),1,LCB,0,-1,-1,0,0,0,0,,,
EPC,LCB [xx:x;x](-H3O2),LCB(-H3O2),1,LCB,0,-3,-2,0,0,0,0,,,
IPC,P(79),P(79),-1,HG,-6,-10,-5,0,0,0,1,,,
IPC,"HG(PI,241)","HG(PI,241)",-1,HG,0,0,0,0,0,0,1,,,
IPC,"HG(PI,259)","HG(PI,259)",-1,HG,0,2,1,0,0,0,1,,,
IPC,"-HG(I,180)","-HG(I,180)",-1,M,-6,-12,-6,0,0,0,1,,,
IPC,LCB [xx:x;x](-H6NO),LCB(-H6NO),-1,LCB,0,-4,-1,-1,0,0,0,,,
IPC,LCB [xx:x;x](-C2H10NO),LCB(-C2H10NO),-1,LCB,-2,-8,-1,-1,0,0,0,,,
ST 27:1;O,-Cholesterol(35),-Cholesterol(35),1,HG,0,-2,-1,0,0,0,0,,,
SE 27:1,-FA [xx:x](+HO)-Cholesterol(35),-FA788(+HO)-Cholesterol(35),1,HG,0,-1,-1,0,0,0,0,,,
ST 27:2;O,-Desmosterol(35),-Desmosterol(35),1,HG,0,-2,-1,0,0,0,0,,,
SE 27:2,-FA [xx:x](+HO)-Desmosterol(35),-FA788(+HO)-Desmosterol(35),1,HG,0,-1,-1,0,0,0,0,,,
ST 29:2;O,-Stigmasterol(35),-Stigmasterol(35),1,HG,0,-2,-1,0,0,0,0,,,
SE 29:2,-FA [xx:x](+HO)-Stigmasterol(35),-FA788(+HO)-Stigmasterol(35),1,HG,0,-1,-1,0,0,0,0,,,
ST 28:3;O,-Ergosterol(35),-Ergosterol(35),1,HG,0,-2,-1,0,0,0,0,,,
SE 28:3,-FA [xx:x](+HO)-Ergosterol(35),-FA788(+HO)-Ergosterol(35),1,HG,0,-1,-1,0,0,0,0,,,
ST 30:2;O,-Lanosterol(35),-Lanosterol(35),1,HG,0,-2,-1,0,0,0,0,,,
SE 30:2,-FA [xx:x](+HO)-Lanosterol(35),-FA788(+HO)-Lanosterol(35),1,HG,0,-1,-1,0,0,0,0,,,
ST 28:2;O,-Ergostadienol(35),-Ergostadienol(35),1,HG,0,-2,-1,0,0,0,0,,,
SE 28:2,-FA [xx:x](+HO)-Ergostadienol(35),-FA790(+HO)-Ergostadienol(35),1,HG,0,-1,-1,0,0,0,0,,,
CL,FA [xx:x](+O),FA1(+O),-1,FA1,0,1,1,0,0,0,0,,,
CL,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
CL,FA [zz:z](+O),FA3(+O),-1,FA3,0,1,1,0,0,0,0,,,
CL,FA [uu:u](+O),FA4(+O),-1,FA4,0,1,1,0,0,0,0,,,
CL,-FA [xx:x](+HO) [-1],-FA1(+HO) [-1],-1,FA2;FA3;FA4;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [yy:y](+HO) [-1],-FA2(+HO) [-1],-1,FA1;FA3;FA4;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [zz:z](+HO) [-1],-FA3(+HO) [-1],-1,FA1;FA2;FA4;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [uu:u](+HO) [-1],-FA4(+HO) [-1],-1,FA1;FA2;FA3;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [xx:x](+HO) [-2],-FA1(+HO) [-2],-2,FA2;FA3;FA4;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [yy:y](+HO) [-2],-FA2(+HO) [-2],-2,FA1;FA3;FA4;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [zz:z](+HO) [-2],-FA3(+HO) [-2],-2,FA1;FA2;FA4;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [uu:u](+HO) [-2],-FA4(+HO) [-2],-2,FA1;FA2;FA3;HG,0,-1,-1,0,0,0,0,,,
CL,-FA [xx:x](-H) [-1],-FA1(-H) [-1],-1,FA2;FA3;FA4;HG,0,1,0,0,0,0,0,,,
CL,-FA [yy:y](-H) [-1],-FA2(-H) [-1],-1,FA1;FA3;FA4;HG,0,1,0,0,0,0,0,,,
CL,-FA [zz:z](-H) [-1],-FA3(-H) [-1],-1,FA1;FA2;FA4;HG,0,1,0,0,0,0,0,,,
CL,-FA [uu:u](-H) [-1],-FA4(-H) [-1],-1,FA1;FA2;FA3;HG,0,1,0,0,0,0,0,,,
CL,-FA [xx:x](-H) [-2],-FA1(-H) [-2],-2,FA2;FA3;FA4;HG,0,1,0,0,0,0,0,,,
CL,-FA [yy:y](-H) [-2],-FA2(-H) [-2],-2,FA1;FA3;FA4;HG,0,1,0,0,0,0,0,,,
CL,-FA [zz:z](-H) [-2],-FA3(-H) [-2],-2,FA1;FA2;FA4;HG,0,1,0,0,0,0,0,,,
CL,-FA [uu:u](-H) [-2],-FA4(-H) [-2],-2,FA1;FA2;FA3;HG,0,1,0,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [yy:y](+HO) [-1],-FA1(-H)-FA2(+HO) [-1],-1,FA3;FA4;HG,0,0,-1,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [zz:z](+HO) [-1],-FA1(-H)-FA3(+HO) [-1],-1,FA2;FA4;HG,0,0,-1,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [uu:u](+HO) [-1],-FA1(-H)-FA4(+HO) [-1],-1,FA2;FA3;HG,0,0,-1,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [zz:z](+HO) [-1],-FA2(-H)-FA3(+HO) [-1],-1,FA1;FA4;HG,0,0,-1,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [uu:u](+HO) [-1],-FA2(-H)-FA4(+HO) [-1],-1,FA1;FA3;HG,0,0,-1,0,0,0,0,,,
CL,-FA [zz:z](-H)-FA [uu:u](+HO) [-1],-FA3(-H)-FA4(+HO) [-1],-1,FA1;FA2;HG,0,0,-1,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [yy:y](+HO) [-2],-FA1(-H)-FA2(+HO) [-2],-2,FA3;FA4;HG,0,0,-1,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [zz:z](+HO) [-2],-FA1(-H)-FA3(+HO) [-2],-2,FA2;FA4;HG,0,0,-1,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [uu:u](+HO) [-2],-FA1(-H)-FA4(+HO) [-2],-2,FA2;FA3;HG,0,0,-1,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [zz:z](+HO) [-2],-FA2(-H)-FA3(+HO) [-2],-2,FA1;FA4;HG,0,0,-1,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [uu:u](+HO) [-2],-FA2(-H)-FA4(+HO) [-2],-2,FA1;FA3;HG,0,0,-1,0,0,0,0,,,
CL,-FA [zz:z](-H)-FA [uu:u](+HO) [-2],-FA3(-H)-FA4(+HO) [-2],-2,FA1;FA2;HG,0,0,-1,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [yy:y](-H) [-1],-FA1(-H)-FA2(-H) [-1],-1,FA3;FA4;HG,0,2,0,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [zz:z](-H) [-1],-FA1(-H)-FA3(-H) [-1],-1,FA2;FA4;HG,0,2,0,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [uu:u](-H) [-1],-FA1(-H)-FA4(-H) [-1],-1,FA2;FA3;HG,0,2,0,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [zz:z](-H) [-1],-FA2(-H)-FA3(-H) [-1],-1,FA1;FA4;HG,0,2,0,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [uu:u](-H) [-1],-FA2(-H)-FA4(-H) [-1],-1,FA1;FA3;HG,0,2,0,0,0,0,0,,,
CL,-FA [zz:z](-H)-FA [uu:u](-H) [-1],-FA3(-H)-FA4(-H) [-1],-1,FA1;FA2;HG,0,2,0,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [yy:y](-H) [-2],-FA1(-H)-FA2(-H) [-2],-2,FA3;FA4;HG,0,2,0,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [zz:z](-H) [-2],-FA1(-H)-FA3(-H) [-2],-2,FA2;FA4;HG,0,2,0,0,0,0,0,,,
CL,-FA [xx:x](-H)-FA [uu:u](-H) [-2],-FA1(-H)-FA4(-H) [-2],-2,FA2;FA3;HG,0,2,0,0,0,0,0,,,
CL,-FA [yy:y](-H)-FA [zz:z](-H) [-2],-FA2(-H)-FA3(-H) [-2],-2,FA1;FA4;HG,0,2,0,0,0,0,0,,,
