instrument,class,adduct,fragment,ParKey,ParValue
MS:1002791,"14,15-DHET",[M-H]1-,m/z 59.0139,meanlog,4.003263498
MS:1002791,"14,15-DHET",[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,"14,15-DHET",[M-H]1-,m/z 59.0139,scale,0.311577146
MS:1002791,"14,15-DHET",[M-H]1-,m/z 59.0139,sdlog,0.618223861
MS:1002791,"14,15-DHET",[M-H]1-,m/z 59.0139,shift,-8.893248139
MS:1002523,"14,15-DHET",[M-H]1-,m/z 99.0816,meanlog,4.927862352
MS:1002523,"14,15-DHET",[M-H]1-,m/z 99.0816,model,dlnormPar
MS:1002523,"14,15-DHET",[M-H]1-,m/z 99.0816,scale,0.297067816
MS:1002523,"14,15-DHET",[M-H]1-,m/z 99.0816,sdlog,0.13271712
MS:1002523,"14,15-DHET",[M-H]1-,m/z 99.0816,shift,69.17586073
MS:1002791,"14,15-DHET",[M-H]1-,m/z 99.0816,meanlog,4.006471727
MS:1002791,"14,15-DHET",[M-H]1-,m/z 99.0816,model,dlnormPar
MS:1002791,"14,15-DHET",[M-H]1-,m/z 99.0816,scale,0.252848857
MS:1002791,"14,15-DHET",[M-H]1-,m/z 99.0816,sdlog,0.349878103
MS:1002791,"14,15-DHET",[M-H]1-,m/z 99.0816,shift,2.196165373
MS:1002523,"14,15-DHET",[M-H]1-,precursor,meanlog,4.390211483
MS:1002523,"14,15-DHET",[M-H]1-,precursor,model,dlnormPar
MS:1002523,"14,15-DHET",[M-H]1-,precursor,scale,1.460040851
MS:1002523,"14,15-DHET",[M-H]1-,precursor,sdlog,0.099349425
MS:1002523,"14,15-DHET",[M-H]1-,precursor,shift,67.64805306
MS:1002791,"14,15-DHET",[M-H]1-,precursor,meanlog,3.783537713
MS:1002791,"14,15-DHET",[M-H]1-,precursor,model,dlnormPar
MS:1002791,"14,15-DHET",[M-H]1-,precursor,scale,1.162196383
MS:1002791,"14,15-DHET",[M-H]1-,precursor,sdlog,0.121621744
MS:1002791,"14,15-DHET",[M-H]1-,precursor,shift,35.34090218
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,meanlog,4.927862352
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,scale,0.297067816
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,sdlog,0.13271712
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,shift,69.17586073
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,meanlog,4.006471727
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,scale,0.252848857
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,sdlog,0.349878103
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 109.1444,shift,2.196165373
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,meanlog,4.22874407
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,scale,0.133899487
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,sdlog,0.197384879
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,shift,28.45555929
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,meanlog,3.627965741
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,scale,0.111248727
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,sdlog,0.260467252
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 140.1613,shift,11.37716621
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,meanlog,5.02467512
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,scale,0.024066792
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,sdlog,0.067569763
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,shift,116.1521843
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,meanlog,3.194486533
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,scale,0.021525464
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,sdlog,0.364658816
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 163.1495,shift,0.629205484
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,meanlog,4.428560098
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,scale,0.365944828
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,sdlog,0.124686779
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,shift,51.56993589
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,meanlog,3.620155716
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,scale,0.313721232
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,sdlog,0.195297483
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 207.1392,shift,16.22350757
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,meanlog,4.007891754
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,scale,0.013947148
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,sdlog,0.166233588
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,shift,24.45107363
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,meanlog,3.586998171
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,scale,0.014007624
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,sdlog,0.251207152
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 268.2967,shift,14.19523795
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,meanlog,5.611328268
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,scale,0.040398245
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,sdlog,0.029442822
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,shift,250
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,meanlog,3.56664866
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,scale,0.030675077
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,sdlog,0.158975071
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 330.2970,shift,19.08842397
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,meanlog,4.627160466
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,scale,0.127930351
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,sdlog,0.153295251
MS:1002523,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,shift,41.42987949
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,meanlog,4.003263498
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,scale,0.311577146
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,sdlog,0.618223861
MS:1002791,"14,15-DHET{d11}",[M-H]1-,m/z 59.0139,shift,-8.893248139
MS:1002523,"14,15-DHET{d11}",[M-H]1-,precursor,meanlog,4.390211483
MS:1002523,"14,15-DHET{d11}",[M-H]1-,precursor,model,dlnormPar
MS:1002523,"14,15-DHET{d11}",[M-H]1-,precursor,scale,1.460040851
MS:1002523,"14,15-DHET{d11}",[M-H]1-,precursor,sdlog,0.099349425
MS:1002523,"14,15-DHET{d11}",[M-H]1-,precursor,shift,67.64805306
MS:1002791,"14,15-DHET{d11}",[M-H]1-,precursor,meanlog,3.783537713
MS:1002791,"14,15-DHET{d11}",[M-H]1-,precursor,model,dlnormPar
MS:1002791,"14,15-DHET{d11}",[M-H]1-,precursor,scale,1.162196383
MS:1002791,"14,15-DHET{d11}",[M-H]1-,precursor,sdlog,0.121621744
MS:1002791,"14,15-DHET{d11}",[M-H]1-,precursor,shift,35.34090218
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,meanlog,3.854322408
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,scale,0.020003094
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,sdlog,0.285154731
MS:1002523,15d-PGJ2,[M-H]1-,m/z 158.0737,shift,4.83687872
MS:1002791,15d-PGJ2,[M-H]1-,m/z 158.0737,meanlog,6.701464159
MS:1002791,15d-PGJ2,[M-H]1-,m/z 158.0737,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,m/z 158.0737,scale,2
MS:1002791,15d-PGJ2,[M-H]1-,m/z 158.0737,sdlog,0.327714533
MS:1002791,15d-PGJ2,[M-H]1-,m/z 158.0737,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,meanlog,5.697940744
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,scale,0.135619854
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,sdlog,0.045099423
MS:1002523,15d-PGJ2,[M-H]1-,m/z 203.1443,shift,250
MS:1002791,15d-PGJ2,[M-H]1-,m/z 203.1443,meanlog,4.230782102
MS:1002791,15d-PGJ2,[M-H]1-,m/z 203.1443,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,m/z 203.1443,scale,0.091796641
MS:1002791,15d-PGJ2,[M-H]1-,m/z 203.1443,sdlog,0.13106849
MS:1002791,15d-PGJ2,[M-H]1-,m/z 203.1443,shift,40.90186535
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,meanlog,5.68563432
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,scale,0.019690486
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,sdlog,0.045537762
MS:1002523,15d-PGJ2,[M-H]1-,m/z 243.1752,shift,250
MS:1002791,15d-PGJ2,[M-H]1-,m/z 243.1752,meanlog,5.639622737
MS:1002791,15d-PGJ2,[M-H]1-,m/z 243.1752,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,m/z 243.1752,scale,0.021519494
MS:1002791,15d-PGJ2,[M-H]1-,m/z 243.1752,sdlog,0.046864764
MS:1002791,15d-PGJ2,[M-H]1-,m/z 243.1752,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,meanlog,5.608937269
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,scale,1.013560847
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,sdlog,0.051024397
MS:1002523,15d-PGJ2,[M-H]1-,m/z 271.2067,shift,250
MS:1002791,15d-PGJ2,[M-H]1-,m/z 271.2067,meanlog,4.593097029
MS:1002791,15d-PGJ2,[M-H]1-,m/z 271.2067,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,m/z 271.2067,scale,0.698294561
MS:1002791,15d-PGJ2,[M-H]1-,m/z 271.2067,sdlog,0.075891007
MS:1002791,15d-PGJ2,[M-H]1-,m/z 271.2067,shift,85.21471939
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,meanlog,5.649090566
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,scale,0.019823586
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,sdlog,0.044537964
MS:1002523,15d-PGJ2,[M-H]1-,m/z 297.1859,shift,250
MS:1002791,15d-PGJ2,[M-H]1-,m/z 297.1859,meanlog,5.598044856
MS:1002791,15d-PGJ2,[M-H]1-,m/z 297.1859,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,m/z 297.1859,scale,0.019689391
MS:1002791,15d-PGJ2,[M-H]1-,m/z 297.1859,sdlog,0.037253657
MS:1002791,15d-PGJ2,[M-H]1-,m/z 297.1859,shift,250
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,meanlog,5.231064521
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,scale,0.095138672
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,sdlog,0.182407618
MS:1002523,15d-PGJ2,[M-H]1-,m/z 59.0139,shift,94.49870306
MS:1002791,15d-PGJ2,[M-H]1-,m/z 59.0139,meanlog,4.313016648
MS:1002791,15d-PGJ2,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,m/z 59.0139,scale,0.065068657
MS:1002791,15d-PGJ2,[M-H]1-,m/z 59.0139,sdlog,0.369022497
MS:1002791,15d-PGJ2,[M-H]1-,m/z 59.0139,shift,16.71844116
MS:1002523,15d-PGJ2,[M-H]1-,precursor,meanlog,3.342246477
MS:1002523,15d-PGJ2,[M-H]1-,precursor,model,dlnormPar
MS:1002523,15d-PGJ2,[M-H]1-,precursor,scale,0.629999715
MS:1002523,15d-PGJ2,[M-H]1-,precursor,sdlog,0.24728339
MS:1002523,15d-PGJ2,[M-H]1-,precursor,shift,14.15609967
MS:1002791,15d-PGJ2,[M-H]1-,precursor,meanlog,3.168324472
MS:1002791,15d-PGJ2,[M-H]1-,precursor,model,dlnormPar
MS:1002791,15d-PGJ2,[M-H]1-,precursor,scale,2
MS:1002791,15d-PGJ2,[M-H]1-,precursor,sdlog,0.221972125
MS:1002791,15d-PGJ2,[M-H]1-,precursor,shift,19.08578536
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,meanlog,3.854322408
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,scale,0.020003094
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,sdlog,0.285154731
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,shift,4.83687872
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,meanlog,6.701464159
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,scale,2
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,sdlog,0.327714533
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 161.0925,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,meanlog,5.697940744
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,scale,0.135619854
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,sdlog,0.045099423
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,shift,250
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,meanlog,4.230782102
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,scale,0.091796641
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,sdlog,0.13106849
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 203.1443,shift,40.90186535
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,meanlog,5.68563432
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,scale,0.019690486
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,sdlog,0.045537762
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,shift,250
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,meanlog,5.639622737
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,scale,0.021519494
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,sdlog,0.046864764
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 245.1878,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,meanlog,5.608937269
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,scale,1.013560847
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,sdlog,0.051024397
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,shift,250
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,meanlog,4.593097029
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,scale,0.698294561
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,sdlog,0.075891007
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 275.2318,shift,85.21471939
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,meanlog,5.649090566
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,scale,0.019823586
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,sdlog,0.044537964
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,shift,250
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,meanlog,5.598044856
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,scale,0.019689391
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,sdlog,0.037253657
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 301.2110,shift,250
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,meanlog,5.231064521
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,scale,0.095138672
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,sdlog,0.182407618
MS:1002523,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,shift,94.49870306
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,meanlog,4.313016648
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,scale,0.065068657
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,sdlog,0.369022497
MS:1002791,15d-PGJ2{d4},[M-H]1-,m/z 59.0139,shift,16.71844116
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,meanlog,3.342246477
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,model,dlnormPar
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,scale,0.629999715
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,sdlog,0.24728339
MS:1002523,15d-PGJ2{d4},[M-H]1-,precursor,shift,14.15609967
MS:1002791,15d-PGJ2{d4},[M-H]1-,precursor,meanlog,3.168324472
MS:1002791,15d-PGJ2{d4},[M-H]1-,precursor,model,dlnormPar
MS:1002791,15d-PGJ2{d4},[M-H]1-,precursor,scale,2
MS:1002791,15d-PGJ2{d4},[M-H]1-,precursor,sdlog,0.221972125
MS:1002791,15d-PGJ2{d4},[M-H]1-,precursor,shift,19.08578536
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,meanlog,4.516231252
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,scale,0.044371077
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,sdlog,0.169743156
MS:1002523,15-HEPE,[M-H]1-,m/z 111.0817,shift,46.70548987
MS:1002791,15-HEPE,[M-H]1-,m/z 111.0817,meanlog,8.684026031
MS:1002791,15-HEPE,[M-H]1-,m/z 111.0817,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 111.0817,scale,2
MS:1002791,15-HEPE,[M-H]1-,m/z 111.0817,sdlog,2.243586307
MS:1002791,15-HEPE,[M-H]1-,m/z 111.0817,shift,-11.20370853
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,meanlog,5.300893146
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,scale,0.056308165
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,sdlog,0.063320384
MS:1002523,15-HEPE,[M-H]1-,m/z 121.1024,shift,163.3491769
MS:1002791,15-HEPE,[M-H]1-,m/z 121.1024,meanlog,3.143461148
MS:1002791,15-HEPE,[M-H]1-,m/z 121.1024,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 121.1024,scale,0.050378367
MS:1002791,15-HEPE,[M-H]1-,m/z 121.1024,sdlog,0.379655719
MS:1002791,15-HEPE,[M-H]1-,m/z 121.1024,shift,-0.320229549
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,meanlog,5.684471864
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,scale,0.044808983
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,sdlog,0.052008877
MS:1002523,15-HEPE,[M-H]1-,m/z 147.1180,shift,250
MS:1002791,15-HEPE,[M-H]1-,m/z 147.1180,meanlog,5.12479236
MS:1002791,15-HEPE,[M-H]1-,m/z 147.1180,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 147.1180,scale,0.037562605
MS:1002791,15-HEPE,[M-H]1-,m/z 147.1180,sdlog,0.061535429
MS:1002791,15-HEPE,[M-H]1-,m/z 147.1180,shift,140.5198433
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,meanlog,5.625516471
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,scale,0.090542102
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,sdlog,0.041001915
MS:1002523,15-HEPE,[M-H]1-,m/z 175.1493,shift,250
MS:1002791,15-HEPE,[M-H]1-,m/z 175.1493,meanlog,3.23304548
MS:1002791,15-HEPE,[M-H]1-,m/z 175.1493,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 175.1493,scale,0.059293482
MS:1002791,15-HEPE,[M-H]1-,m/z 175.1493,sdlog,0.25771374
MS:1002791,15-HEPE,[M-H]1-,m/z 175.1493,shift,8.03433576
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,meanlog,5.586455839
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,scale,0.326602579
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,sdlog,0.042202656
MS:1002523,15-HEPE,[M-H]1-,m/z 219.1392,shift,250
MS:1002791,15-HEPE,[M-H]1-,m/z 219.1392,meanlog,2.486178686
MS:1002791,15-HEPE,[M-H]1-,m/z 219.1392,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 219.1392,scale,0.145856908
MS:1002791,15-HEPE,[M-H]1-,m/z 219.1392,sdlog,0.411007755
MS:1002791,15-HEPE,[M-H]1-,m/z 219.1392,shift,-1.368096651
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,meanlog,5.590411618
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,scale,0.05932385
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,sdlog,0.035039157
MS:1002523,15-HEPE,[M-H]1-,m/z 248.1419,shift,250
MS:1002791,15-HEPE,[M-H]1-,m/z 248.1419,meanlog,2.191487313
MS:1002791,15-HEPE,[M-H]1-,m/z 248.1419,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 248.1419,scale,0.040254417
MS:1002791,15-HEPE,[M-H]1-,m/z 248.1419,sdlog,0.684131286
MS:1002791,15-HEPE,[M-H]1-,m/z 248.1419,shift,-5.454426989
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,meanlog,5.603499476
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,scale,0.190625959
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,sdlog,0.044442113
MS:1002523,15-HEPE,[M-H]1-,m/z 255.2119,shift,250
MS:1002791,15-HEPE,[M-H]1-,m/z 255.2119,meanlog,3.037742807
MS:1002791,15-HEPE,[M-H]1-,m/z 255.2119,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 255.2119,scale,0.104593178
MS:1002791,15-HEPE,[M-H]1-,m/z 255.2119,sdlog,0.288947517
MS:1002791,15-HEPE,[M-H]1-,m/z 255.2119,shift,6.217150974
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,meanlog,5.526186513
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,model,dlnormPar
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,scale,0.224815806
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,sdlog,0.04442595
MS:1002523,15-HEPE,[M-H]1-,m/z 299.2017,shift,237.3684105
MS:1002791,15-HEPE,[M-H]1-,m/z 299.2017,meanlog,4.740954141
MS:1002791,15-HEPE,[M-H]1-,m/z 299.2017,model,dlnormPar
MS:1002791,15-HEPE,[M-H]1-,m/z 299.2017,scale,0.261601125
MS:1002791,15-HEPE,[M-H]1-,m/z 299.2017,sdlog,0.068156402
